stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
1422-00827,Joseph Mills,F,1,BSBIO-2002-MCB-PR,0,CAS,141,4,4,16,4,1,0,0,
8300-36855,Jane Parr,M,1,DVM-2002,0,CVM,103,2,4,21,4,7,3,0,
1540-48145,Cameron Greene,M,1,BSF-2007-PR,0,CFNR,133,4,4,18,4,5,0,0,
3232-78997,Maria Hardacre,M,1,DVM-2002,0,CVM,116,2,4,21,4,7,0,0,
8608-91261,Hannah Powell,M,1,BSA-2002,0,CA,102,3,4,21,4,7,3,0,
2374-64286,Jacob Nolan,M,1,BSAC-2002,0,CA-CAS,135,3,4,19,4,7,1,0,
7456-52955,Natalie Rutherford,M,1,BSCHE-2006-GEN,0,CEAT,183,4,5,16,4,2,0,0,
1716-51859,Virginia Sutherland,F,1,BSFT-2003,0,CA,132,4,4,20,4,4,0,0,
1888-78786,Virginia Wallace,M,1,BSF-2007,0,CFNR,124,4,4,18,4,3,0,0,
4689-54043,Blake Chapman,M,1,BSF-2011,0,CFNR,51,2,2,21,4,7,4,0,
2397-62190,Justin Paige,F,1,BSHE-FD-PS-PR-2002,0,CHE,73,2,3,21,4,6,0,0,
0573-65948,Donna McDonald,M,2,BSSTAT-2008,0,CAS,123,4,4,19,4,6,0,0,
0642-61893,Natalie Rutherford,F,1,BSCS-2008-SP-PR,0,CAS,118,4,4,17,4,7,0,0,
2641-06975,Adrian Morrison,M,1,BSMST-2002-BIO,0,CAS,151,4,4,19,4,1,0,0,
5148-16694,Penelope King,M,1,BSEE-2010,0,CEAT,160,4,5,19,4,5,0,0,
3978-77146,Charles White,F,1,DVM-2002,0,CVM,116,2,4,21,4,6,0,0,
7507-84300,Angela Vance,F,1,DVM-2002,0,CVM,112,2,4,21,4,5,2,0,
3290-80446,Stewart Manning,F,1,DVM-2002,0,CVM,121,3,4,21,4,7,0,0,
1248-28173,Carolyn Davidson,M,1,BSCE-2008,0,CEAT,116,3,4,21,4,6,2,0,
6290-78414,Brandon Powell,F,1,BSSTAT-2008,0,CAS,95,3,4,19,4,8,1,0,
4747-39138,Owen Wilkins,M,1,BSMST-2002-BIO,0,CAS,142,4,4,19,4,1,0,0,
0865-17292,Adam Marshall,M,1,BSDC-2008,0,CDC,78,3,3,18,4,7,6,0,
5312-89888,Claire Hudson,M,1,BSDC-2008,0,CDC,72,2,3,18,4,3,0,0,
2260-51974,Olivia Peters,M,1,BSF-2007,0,CFNR,129,4,4,18,4,6,1,0,
9081-79825,Yvonne McGrath,M,1,BSABE-2011,0,CEAT,162,4,5,19,4,2,0,0,
4435-27814,Michelle Forsyth,F,1,BSAECO-2011,0,CEM,93,3,4,18,4,6,1,0,
7681-95529,Diana Martin,F,1,BSDC-2008,0,CDC,102,3,4,18,4,8,2,0,
4549-21602,Benjamin Clarkson,F,1,BSABM-2002,0,CEM,134,4,4,15,4,1,0,0,
0728-30526,Jan Wilson,M,1,BSCE-2008,0,CEAT,172,4,5,19,4,3,0,0,
6151-50211,Adam Churchill,F,1,BSEE-2010,0,CEAT,117,3,4,20,4,5,0,0,
2951-62924,Emily Churchill,M,1,BSAE-2006,0,CEAT,107,3,4,19,4,6,0,0,
5844-90211,Sophie McGrath,F,1,BSFT-2003,0,CA,123,4,4,20,4,6,0,0,
0335-63331,Christian Morrison,F,1,BSA-2002,0,CA,126,4,4,21,4,6,0,0,
9068-58949,Colin Duncan,M,1,BSF-2007,0,CFNR,89,3,3,21,4,6,0,0,
4004-71757,Alexandra Clarkson,M,1,BSEE-2010,0,CEAT,145,3,5,19,4,3,0,0,
5292-31329,Sue Wallace,F,1,DVM-2002,0,CVM,172,3,5,21,4,5,0,0,
4346-62913,Lily Chapman,F,1,BSEE-2010,0,CEAT,163,4,5,19,4,4,0,0,
4370-74253,Ruth Taylor,M,1,BSEE-2010,0,CEAT,156,4,5,19,4,4,0,0,
0281-54753,Victor Burgess,F,1,BSBIO-2002-MCB-PR,0,CAS,144,4,4,16,4,2,0,0,
2829-05443,Dorothy Burgess,M,1,BSEE-2010,0,CEAT,124,3,4,20,4,7,4,0,
2745-37879,Jessica Johnston,F,1,BSFT-2003-PR,0,CA,139,4,4,21,4,5,0,0,
4717-06292,Boris White,F,1,BSFT-2003-PR,0,CA,144,4,4,17,4,3,0,0,
9185-78621,Christian Watson,F,1,BSAP-2002,0,CAS,141,4,4,16,4,2,0,0,
8909-82083,Carolyn Wallace,F,1,DVM-2002,0,CVM,171,3,5,21,4,4,0,0,
3260-25940,William Forsyth,F,1,BSAC-2002,0,CA-CAS,147,4,5,19,4,2,0,0,
6721-77366,Melanie Quinn,M,1,BSEE-2010,0,CEAT,169,4,5,19,4,3,0,0,
5174-53605,Owen Wilkins,M,1,BSMATH-2011,0,CAS,120,4,4,18,4,4,0,0,
5945-03600,Neil Underwood,F,1,BSFT-2003,0,CA,79,3,3,18,4,6,0,0,
3830-01798,Dorothy Hill,F,1,BSAM-2002-ORO,0,CAS,112,4,4,18,4,2,0,0,
3002-01535,Diana McLean,M,1,BSHE-FD-HS-PT-2002,0,CHE,133,4,4,21,4,3,0,0,
1520-19255,Jan Wilson,F,1,BSAECO-2002,0,CEM,87,3,3,18,4,7,5,0,
2642-22216,Peter Greene,M,1,BSEE-2010,0,CEAT,135,3,5,19,4,4,0,0,
4737-85752,Julian Ellison,M,1,BSDC-2008,0,CDC,96,3,4,18,4,7,5,0,
8153-27481,Anna Davidson,M,1,BSABM-2002,0,CEM,113,4,4,18,4,5,0,0,
5904-95097,Julian Hughes,F,1,BACA-2002-SPCM-PR,0,CAS,114,4,4,18,4,7,1,0,
6631-47947,Alexander Reid,F,1,DVM-2002,0,CVM,181,4,6,21,4,4,0,0,
3847-36857,Michelle Parr,M,1,BSIE-2008,0,CEAT,176,4,5,16,4,1,0,0,
6719-35342,Leonard Edmunds,F,1,BSEE-2010,0,CEAT,169,4,5,19,4,4,0,0,
8378-90299,Caroline Davidson,F,1,BSA-2002,0,CA,146,4,4,19,4,2,0,0,
4154-05241,Sue Bailey,F,1,BSCS-2008-SP-PR,0,CAS,89,3,4,17,4,7,4,0,
6571-48647,Eric Terry,F,1,BSN-2002,0,CHE,141,4,4,21,4,1,0,0,
2029-72785,Joan Wright,F,1,BSSTAT-2008,0,CAS,134,4,4,18,4,2,0,0,
3951-64773,Theresa Ellison,M,1,BSCE-2008,0,CEAT,169,4,5,20,4,4,0,0,
9621-47822,Amelia Alsop,M,1,BSIE-2008,0,CEAT,134,3,4,22,4,7,2,0,
9806-42712,Lillian Harris,F,1,BSMST-2002-CHEM,0,CAS,126,4,4,18,4,2,0,0,
2970-35574,Carl Langdon,M,1,BSCE-2008,0,CEAT,156,4,5,20,4,7,1,0,
7152-38303,Sue Scott,F,1,BSIE-2008,0,CEAT,64,2,3,20,4,8,2,0,
1474-17221,Blake Fraser,M,1,BSEE-2010,0,CEAT,163,4,5,19,4,5,0,0,
3543-60219,Jack Dowd,M,1,BSMST-2002-BIO,0,CAS,112,3,4,18,4,7,1,0,
8404-39413,Sue Scott,M,1,BSCS-2008-SP-PR,0,CAS,83,3,3,18,4,6,3,0,
6146-79909,Gordon Gibson,M,1,BSEE-2010,0,CEAT,142,4,5,19,4,2,0,0,
6353-64584,Kevin Knox,F,1,BSF-2007,0,CFNR,136,4,4,18,4,5,0,0,
0291-79374,Paul Hill,M,1,BSCS-2008-SP-PR,0,CAS,123,4,4,17,4,5,0,0,
1161-10940,Stewart Arnold,F,1,BSIE-2013,0,CEAT,112,3,4,21,4,8,8,0,
9573-41275,Amanda Ogden,F,1,BSABM-2002,0,CEM,137,4,4,15,4,2,0,0,
8338-54939,Adrian Mathis,M,1,BSCHEM-2002,0,CAS,148,4,4,19,4,2,0,0,
7569-72271,Ella Davidson,M,1,BSF-2007,0,CFNR,93,3,3,21,4,6,2,0,
6926-52609,Pippa Walsh,F,1,BSF-2011,0,CFNR,81,3,3,21,4,7,3,0,
9240-47268,Eric Ince,M,1,BSA-2002,0,CA,78,2,3,21,4,8,0,0,
6798-56789,Stewart Manning,M,1,BSAP-2002,0,CAS,139,4,4,16,4,2,0,0,
5920-86793,Lillian Blake,F,1,BSCHEM-2002,0,CAS,104,3,4,18,4,6,0,0,
9185-59277,Alison White,F,1,BSDC-2008,0,CDC,132,4,4,19,4,4,0,0,
3106-30291,Julia Langdon,F,1,BSMST-2002-MATH,0,CAS,133,4,4,18,4,1,0,0,
6769-20574,Carol Lambert,F,1,BSIE-2008,0,CEAT,106,3,4,22,4,7,3,0,
9600-40246,Alison Pullman,F,1,BSN-2002,0,CHE,135,4,4,21,4,1,0,0,
1889-42376,Rebecca Smith,F,1,BSEE-2011,0,CEAT,139,3,5,19,4,1,0,0,
7051-78945,Sebastian Dyer,M,1,BSEE-2010,0,CEAT,148,4,5,19,4,1,0,0,
5803-20717,Neil Coleman,F,1,BSAECO-2002,0,CEM,136,4,4,18,4,2,0,0,
1635-73993,Cameron Harris,F,1,BSBIO-2002-MCB-CW,0,CAS,144,4,4,19,4,3,0,0,
4742-44085,Stewart Arnold,F,1,BSN-2002,0,CHE,138,4,4,21,4,1,0,0,
5061-67662,James Manning,M,1,BSBIO-2011,0,CAS,118,4,4,19,4,5,0,0,
3628-46273,Boris Churchill,F,1,BSAM-2002,0,CAS,106,3,4,18,4,6,2,0,
9792-02272,Karen Hardacre,M,1,DVM-2002,0,CVM,88,2,3,21,4,6,1,0,
5442-39458,Grace Davies,F,1,BSFT-2003-PR,0,CA,103,3,4,21,4,6,0,0,
3526-50804,Rebecca Bailey,F,1,BSFT-2003,0,CA,109,3,4,20,4,4,0,0,
4019-13407,Sophie Morgan,F,1,BSAECO-2002,0,CEM,130,4,4,18,4,4,0,0,
8807-37310,James Manning,F,1,BSCHE-2006-PPT,0,CEAT,125,3,4,20,4,7,3,0,
4884-54256,Stewart Arnold,F,1,BSABT-2009,0,CA,127,4,4,19,4,4,0,0,
6188-24139,Robert Clark,M,1,BSCS-2008-SP-PR,0,CAS,92,3,4,17,4,6,3,0,
9250-71477,Jacob Clark,M,1,BSMATH-2011,0,CAS,108,4,4,18,4,2,0,0,
4126-21036,Dorothy Russell,F,1,BACA-2002-SPCM-PR,0,CAS,114,4,4,18,4,5,0,0,
7669-99384,Jane Martin,M,1,BSABT-2009-PR,0,CA,118,4,4,19,4,2,0,0,
1127-49699,Eric Ince,F,1,BSDC-2008,0,CDC,119,4,4,18,4,4,0,0,
8768-75653,Tracey Hill,M,1,DVM-2002,0,CVM,99,2,4,21,4,4,0,0,
1022-10551,Donna Bailey,F,1,BSA-2002,0,CA,134,4,4,21,4,4,0,0,
9503-50181,Grace May,F,1,BSBIO-2002,0,CAS,75,2,3,21,4,5,0,0,
0216-67709,Lauren Davies,M,1,BSABE-2011,0,CEAT,136,3,4,20,4,7,1,0,
2800-15171,Sally Forsyth,M,1,BSCS-2008-SP-PR,0,CAS,104,3,4,17,4,6,0,0,
0363-01217,Julian Marshall,M,1,BSMATH-2002,0,CAS,72,3,3,18,4,2,0,0,
4587-07227,Virginia Sutherland,F,1,BACA-2002-TA-PR,0,CAS,102,3,4,18,4,5,0,0,
8163-28881,Mary Piper,F,1,BSCS-2008-SP-PR,0,CAS,135,4,4,17,4,2,0,0,
0171-86035,Max Scott,F,1,BACA-2002-SPCM-PR,0,CAS,108,4,4,18,4,4,0,0,
0241-96772,Nicola Lawrence,F,1,BSIE-2008,0,CEAT,162,4,5,16,4,6,1,0,
4617-37887,Dominic McLean,F,1,BSFT-2003-PR,0,CA,116,3,4,21,4,6,0,0,
3936-35778,Paul Hill,M,1,BSEE-2010,0,CEAT,82,2,3,20,4,8,9,0,
0929-67581,Cameron Harris,F,1,BSABE-2011,0,CEAT,105,3,4,20,4,5,0,0,
2707-87330,Nicola Poole,F,1,BSMST-2002,0,CAS,65,2,3,21,4,8,10,0,
7321-31841,Adam Hughes,F,1,BSAP-2002,0,CAS,141,4,4,16,4,2,0,0,
0275-47385,Samantha Bell,M,1,BSAC-2002,0,CA-CAS,161,4,5,19,4,5,0,0,
2015-03705,Ella Bond,F,1,BSCE-2008,0,CEAT,130,3,4,21,4,7,0,0,
5234-21283,Gavin Howard,F,1,DVM-2002,0,CVM,139,3,5,21,4,6,1,0,
6774-35307,Carl Vance,F,1,DVM-2002,0,CVM,119,3,4,21,4,4,0,0,
8219-43168,Donna Hardacre,M,1,BSDC-2008,0,CDC,132,4,4,19,4,5,0,0,
2050-82467,Sam Lambert,M,1,BSMATH-2002,0,CAS,129,4,4,19,4,4,0,0,
0935-42160,David Hunter,M,1,BSEE-2010,0,CEAT,138,3,5,19,4,4,0,0,
2831-51448,Audrey Langdon,M,1,BSCE-2008,0,CEAT,110,3,4,21,4,7,2,0,
9576-60401,Theresa Bower,F,1,BSFT-2003,0,CA,55,2,2,19,4,7,4,0,
8596-58593,Joan Morgan,M,1,BSSTAT-2008,0,CAS,79,3,3,18,4,7,2,0,
4251-00757,Michelle Hughes,M,1,BSCE-2008,0,CEAT,152,4,5,20,4,6,0,0,
2050-75819,Amelia James,M,1,BSF-2007,0,CFNR,75,2,3,21,4,3,0,0,
3873-45470,Adam Marshall,F,1,BSDC-2008,0,CDC,90,3,3,18,4,7,6,0,
3563-34594,Carol Newman,M,1,BSIE-2008,0,CEAT,100,3,4,22,4,8,2,0,
8278-03087,Robert Buckland,F,1,BSA-2011,0,CA,129,4,4,21,4,7,1,0,
5281-00544,Donna McDonald,F,1,BSIE-2008,0,CEAT,147,4,5,16,4,6,3,0,
0411-14658,Joe Mackay,M,1,BSEE-2010,0,CEAT,170,4,5,19,4,2,0,0,
6483-50523,Joshua Ogden,F,1,BSDC-2008,0,CDC,105,3,4,18,4,7,0,0,
5591-63765,Liam Langdon,M,1,BSIE-2008,0,CEAT,143,4,5,16,4,7,4,0,
9090-44933,Deirdre Welch,F,1,BSMST-2002-MATH,0,CAS,135,4,4,19,4,4,0,0,
5975-93831,Kylie Avery,F,1,BSAECO-2002,0,CEM,126,4,4,18,4,2,0,0,
2172-62774,Neil Rutherford,F,1,DVM-2002,0,CVM,139,3,5,21,4,5,0,0,
8756-02334,Dorothy Hill,F,1,DVM-2002,0,CVM,202,4,6,21,4,5,0,0,
9083-72753,Boris Churchill,F,1,BSA-2002,0,CA,152,4,4,19,4,1,0,0,
7819-21839,Dan Peters,F,1,BACA-2002-SPCM-PR,0,CAS,60,2,3,18,4,8,5,0,
9855-69573,Peter Knox,F,1,BSAM-2002-ASO,0,CAS,108,4,4,18,4,2,0,0,
9923-44405,Diana McLean,F,1,BSMATH-2011,0,CAS,130,4,4,16,4,1,0,0,
3587-52821,Owen Coleman,F,1,BSAP-2002,0,CAS,131,4,4,18,4,4,0,0,
2047-30245,Max Mathis,M,1,BSCHE-2006-GEN,0,CEAT,90,2,3,20,4,4,0,0,
8494-11788,Amy Ball,F,1,BSFT-2003,0,CA,113,3,4,20,4,6,2,0,
9036-00740,Cameron Ince,F,1,BSHE-2011,0,CHE,122,4,4,21,4,5,0,0,
5414-24607,Jake Howard,M,1,BSAP-2011,0,CAS,107,3,4,18,4,7,0,0,
9112-07424,Irene Young,F,1,BSBIO-2002,0,CAS,76,3,3,21,4,7,2,0,
3440-77370,Dorothy Russell,F,1,BSA-2002-PR,0,CA,51,2,2,18,4,6,11,0,
6180-98917,Neil Coleman,F,1,BSF-2007,0,CFNR,99,3,4,18,4,5,0,0,
1911-65393,Diana McLean,F,1,BSBIO-2002-ECO-CW,0,CAS,143,4,4,19,4,3,0,0,
4233-20765,Dorothy Russell,M,1,BASOC-2002-TH,0,CAS,126,4,4,18,4,1,0,0,
9261-57684,Rose Berry,F,1,BSMST-2002-BIO,0,CAS,137,4,4,19,4,3,0,0,
4929-22703,Mary Anderson,M,1,BSMST-2011-MATH,0,CAS,87,3,3,21,4,7,0,0,
4632-96611,Piers Tucker,F,1,BSAC-2002,0,CA-CAS,176,4,5,19,4,4,0,0,
5332-38479,Christian Watson,M,1,BSCE-2008,0,CEAT,172,4,5,19,4,5,0,0,
5184-30417,Julian Hughes,F,1,BSIE-2008-PR,0,CEAT,145,4,5,16,4,7,6,0,
4824-27522,Jake Mitchell,M,1,BSA-2002-PR,0,CA,151,4,4,19,4,2,0,0,
4168-66356,Michelle Parr,F,1,BSN-2002,0,CHE,135,4,4,21,4,2,0,0,
0946-81460,Stephanie Sanderson,F,1,BSAECO-2002,0,CEM,126,4,4,18,4,3,0,0,
7297-76350,Carolyn Welch,F,1,BSDC-2008,0,CDC,96,3,4,18,4,7,1,0,
6828-97188,John Bell,M,1,BSA-2002-PR,0,CA,130,4,4,21,4,3,0,0,
6147-27178,Cameron Greene,M,1,BSEE-2010,0,CEAT,163,4,5,19,4,6,1,0,
3035-20304,Leah Walker,F,1,BSHE-FD-HS-PT-2002,0,CHE,123,4,4,21,4,6,0,0,
8039-55587,Joseph Mills,M,1,BSN-2002,0,CHE,96,3,3,21,4,9,2,0,
0071-33206,Joe Nolan,F,1,BSEE-2010,0,CEAT,134,3,5,19,4,3,0,0,
0192-36460,Theresa Grant,F,1,BSCE-2011,0,CEAT,93,2,4,21,4,3,0,0,
9867-80276,Virginia Slater,F,1,DVM-2002,0,CVM,149,3,5,21,4,7,0,0,
9515-96347,Zoe Morrison,M,1,BSA-2011,0,CA,72,2,3,21,4,9,0,0,
5342-99779,Dominic Allan,M,1,BSA-2002-PR,0,CA,134,4,4,21,4,4,0,0,
3453-12327,Robert Buckland,F,1,BSCE-2008,0,CEAT,84,2,3,17,4,4,0,0,
0490-95406,Abigail Bower,F,1,BSN-2002,0,CHE,112,3,4,21,4,1,0,0,
6497-18591,Sue Scott,F,1,BACA-2002-TA-PR,0,CAS,114,4,4,18,4,6,0,0,
2365-83946,Jennifer Gill,F,1,BSHE-HSP-PR-2002,0,CHE,129,4,4,16,4,4,0,0,
3666-03488,Mary Anderson,F,1,BSCS-2008-SP-PR,0,CAS,110,4,4,17,4,5,0,0,
6804-80938,Blake Scott,F,1,BSABM-2002,0,CEM,113,4,4,18,4,6,1,0,
8402-50312,Alexandra Roberts,M,1,BSF-2007,0,CFNR,129,4,4,18,4,6,2,0,
5134-62158,Evan Hill,M,1,BSBIO-2011,0,CAS,109,3,4,19,4,7,0,0,
1086-04496,Jason Payne,M,1,BSCE-2008,0,CEAT,92,2,4,21,4,7,1,0,
0393-28083,Cameron Ince,F,1,BSAECO-2002,0,CEM,133,4,4,18,4,2,0,0,
5416-10918,Julian Hughes,M,1,BSCE-2008,0,CEAT,68,2,3,17,4,7,2,0,
1336-17441,Ella Alsop,M,1,BSABM-2002,0,CEM,113,4,4,18,4,7,1,0,
6825-13450,Melanie Quinn,F,1,BSN-2002,0,CHE,87,3,3,21,4,7,1,0,
6303-42779,Natalie Short,F,1,BACA-2002-WR-PR,0,CAS,75,3,3,18,4,6,2,0,
5211-96846,Jane Martin,M,1,BSEE-2010,0,CEAT,114,3,4,20,4,5,0,0,
6134-40992,Ella Bond,F,1,BSF-2007,0,CFNR,68,2,3,21,4,8,3,0,
0196-19340,Harry Coleman,F,1,BSAM-2002-ASO,0,CAS,135,4,4,16,4,1,0,0,
3263-94141,Jake Avery,M,1,DVM-2002,0,CVM,135,3,4,21,4,6,2,0,
8066-35307,Carolyn Welch,M,1,BSEE-2010,0,CEAT,100,3,4,20,4,6,2,0,
9239-77369,Deirdre Welch,M,1,BSCE-2008,0,CEAT,130,3,4,21,4,7,3,0,
1786-45359,Amy Ball,F,1,BSCE-2008,0,CEAT,160,4,5,20,4,3,0,0,
3877-99661,Ruth Taylor,F,1,BSFT-2003,0,CA,137,4,4,20,4,4,0,0,
8873-15664,Sam Lambert,F,1,BSCE-2008,0,CEAT,148,4,5,20,4,5,0,0,
3277-11373,Frank Bell,F,1,BSFT-2003,0,CA,120,4,4,20,4,6,0,0,
3554-05188,Donna Hudson,F,1,BSHE-2011,0,CHE,102,3,4,21,4,4,0,0,
0202-46646,Nicola Lawrence,M,1,BSCS-2008-SP-PR,0,CAS,107,3,4,17,4,4,0,0,
4700-73128,Gordon Clarkson,F,1,BSDC-2008,0,CDC,90,3,3,18,4,8,5,0,
6531-94937,Neil Welch,F,1,BSN-2002,0,CHE,99,3,3,21,4,4,0,0,
4960-08730,Nicola Lawrence,F,1,BSF-2007,0,CFNR,86,3,3,21,4,6,3,0,
2833-77663,Alexandra Clarkson,F,1,BSBIO-2002-ZOO-CW,0,CAS,133,4,4,19,4,6,0,0,
0648-27533,John Bell,F,1,BSAP-2002,0,CAS,84,3,3,20,4,4,0,0,
6797-09228,Victoria Poole,F,1,BSAM-2002-ORO,0,CAS,139,4,4,16,4,1,0,0,
7287-89429,Katherine Morgan,F,1,BSCHE-2006-GEN,0,CEAT,150,4,5,20,4,6,0,0,
0782-07842,Joshua Metcalfe,M,1,BSEE-2010,0,CEAT,134,3,5,19,4,4,0,0,
7664-82600,Alison Forsyth,M,1,BSHE-2011,0,CHE,96,3,3,21,4,7,1,0,
6368-67792,Christian Lyman,M,1,BSF-2011,0,CFNR,77,2,3,21,4,5,0,0,
5869-70251,Alexandra Roberts,M,1,BSF-2011,0,CFNR,120,4,4,18,4,1,0,0,
1808-16770,Julian Marshall,M,1,BSABE-2011,0,CEAT,140,3,5,19,4,5,0,0,
1077-39544,Sean Hemmings,M,1,BSBIO-2002-ECO-TH,0,CAS,149,4,4,19,4,1,0,0,
7816-75510,Ella Alsop,F,1,BSBIO-2002-WLDL-TH,0,CAS,121,4,4,19,4,4,0,0,
6482-61334,William Lambert,F,1,BSN-2002,0,CHE,123,4,4,21,4,4,0,0,
6153-69932,Diane North,F,1,DVM-2002,0,CVM,133,3,4,21,4,5,0,0,
8018-39170,Jason Payne,F,1,BSMATH-2011,0,CAS,72,3,3,18,4,2,0,0,
7218-87659,Evan Mackay,M,1,BSFT-2011,0,CA,116,3,4,20,4,6,1,0,
3202-84293,Joe Lewis,M,1,BSMATH-2011,0,CAS,108,4,4,18,4,5,0,0,
4085-46131,Zoe Nash,F,1,BSECO-2011,0,CEM,123,4,4,19,4,5,0,0,
8201-21924,Michelle Hughes,F,1,BSBIO-2011,0,CAS,127,4,4,19,4,7,0,0,
5072-47104,Sophie McGrath,M,1,BSCHE-2011-GEN,0,CEAT,99,3,4,19,4,8,7,0,
8121-23802,Max Mathis,M,1,BSABT-2011-PR,0,CA,79,3,3,21,4,7,0,0,
9006-38414,Elizabeth Mitchell,F,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,4,7,1,0,
8562-07568,William Lambert,M,1,DVM-2002,0,CVM,118,2,4,21,4,5,1,0,
